teamscorepos,dateloc,possessions,totalDrama,perDrama
5 Creighton 68 112 Butler 63 [56],"Thursday, February 13, 2014 7:00 pm ET Hinkle Fieldhouse Indianapolis, IN",56,2.8918,0.026530275
255 Idaho 79 285 Chicago St. 76 [73],"Thursday, March 6, 2014 8:05 pm ET Jones Convocation Center Chicago, IL",73,3.8733,0.026529452
54 Georgetown 77 65 West Virginia 65 [64],"Tuesday, March 18, 2014 7:00 pm ET McDonough Arena Washington, DC",64,3.3941,0.026516406
287 Texas Southern 73 338 Mississippi Valley St. 65 [66],"Saturday, February 22, 2014 6:00 pm ET Leflore County Civic Center Greenwood, MS",66,3.606,0.026514706
225 Montana 70 277 Montana St. 66 [65],"Monday, February 3, 2014 9:05 pm ET Max Worthington Arena Bozeman, MT",65,3.5252,0.026505263
63 Mississippi 72 253 Coastal Carolina 70 [79],"Saturday, November 16, 2013 7:00 pm ET HTC Center Conway, SC",79,4.2131,0.026497484
266 Loyola Chicago 80 296 Campbell 68 [62],"Friday, December 13, 2013 8:00 pm ET Gentile Center Chicago, IL",62,3.3908,0.026490625
26 North Carolina 82 92 Richmond 72 [72],"Saturday, November 23, 2013 12:00 pm ET Mohegan Sun Arena Uncasville, CT",72,3.9202,0.026487838
219 William & Mary 74 212 Old Dominion 68 [62],"Wednesday, January 1, 2014 7:00 pm ET Kaplan Arena Williamsburg, VA",62,3.2842,0.026485484
70 West Virginia 87 75 Texas Tech 81 [60],"Wednesday, January 22, 2014 8:00 pm ET WVU Coliseum Morgantown, WV",60,3.2312,0.026485246
66 Richmond 71 131 Delaware 69 [75],"Friday, November 8, 2013 7:00 pm ET Robins Center Richmond, VA",75,4.0255,0.026483553
307 Southeastern Louisiana 71 333 Lamar 62 [64],"Saturday, March 8, 2014 7:00 pm ET Montagne Center Beaumont, TX",64,3.4132,0.026458915
155 Valparaiso 77 200 Murray St. 74 [75],"Friday, November 8, 2013 8:30 pm ET Athletics-Recreation Center Valparaiso, IN",75,3.9669,0.026446
162 Middle Tennessee 70 166 North Texas 63 [67],"Saturday, January 25, 2014 8:00 pm ET The Super Pit Denton, TX",67,3.5698,0.026442963
276 Savannah St. 79 269 Florida A&M 68 [80],"Monday, January 20, 2014 8:00 pm ET Tiger Arena Savannah, GA",80,4.3331,0.026421341
194 Wagner 71 224 Mount St. Mary's 66 [64],"Saturday, February 22, 2014 4:00 pm ET Spiro Sports Center Staten Island, NY",64,3.4347,0.026420769
11 Syracuse 57 48 Maryland 55 [64],"Monday, February 24, 2014 7:00 pm ET Comcast Center College Park, MD",64,3.4337,0.026413077
87 Tulsa 79 205 North Texas 68 [70],"Thursday, March 6, 2014 8:00 pm ET The Super Pit Denton, TX",70,3.7748,0.026397203
56 Arkansas 65 109 Alabama 58 [68],"Wednesday, February 5, 2014 8:00 pm ET Bud Walton Arena Fayetteville, AR",68,3.6684,0.026391367
294 Tennessee Tech 72 282 Jacksonville St. 60 [66],"Saturday, February 8, 2014 12:00 pm ET Pete Mathews Coliseum Jacksonville, AL",66,3.5609,0.026377037
143 Temple 87 75 UAB 66 [74],"Sunday, November 24, 2013 6:30 pm ET TD Arena Charleston, SC",74,3.8509,0.026376027
115 Oregon St. 80 38 Oregon 72 [75],"Sunday, January 19, 2014 8:00 pm ET Gill Coliseum Corvallis, OR",75,4.0089,0.026374342
211 Florida Gulf Coast 60 302 Northern Kentucky 56 [64],"Monday, December 30, 2013 7:03 pm ET Alico Arena Fort Myers, FL",64,3.4022,0.026373643
78 Saint Joseph's 73 37 Massachusetts 68 [69],"Saturday, February 1, 2014 6:00 pm ET Hagan Arena Philadelphia, PA",69,3.7445,0.026369718
8 Syracuse 78 5 Villanova 62 [64],"Saturday, December 28, 2013 2:00 pm ET Carrier Dome Syracuse, NY",64,3.3748,0.026365625
316 Campbell 65 239 Charleston Southern 57 [62],"Wednesday, January 29, 2014 7:00 pm ET Pope Convocation Center Buies Creek, NC",62,3.3726,0.026348438
72 Indiana St. 85 98 Belmont 73 [72],"Saturday, December 28, 2013 1:05 pm ET Hulman Center Terre Haute, IN",72,3.8459,0.026341781
144 Pacific 86 90 Fresno St. 77 [73],"Saturday, November 23, 2013 10:30 pm ET Spanos Center Stockton, CA",73,3.7926,0.0263375
183 VMI 92 127 Ohio 90 [73],"Wednesday, March 26, 2014 7:00 pm ET Convocation Center Athens, OH",73,3.8162,0.026318621
76 Saint Joseph's 74 103 Vermont 64 [69],"Saturday, November 9, 2013 7:00 pm ET Patrick Gymnasium Burlington, VT",69,3.553,0.026318519
242 Incarnate Word 59 348 Abilene Christian 56 [65],"Saturday, March 8, 2014 4:00 pm ET Moody Coliseum Abilene, TX",65,3.4464,0.026308397
145 Valparaiso 87 273 Illinois Chicago 72 [68],"Thursday, January 2, 2014 8:05 pm ET Athletics-Recreation Center Valparaiso, IN",68,3.5505,0.0263
73 Toledo 71 123 Cleveland St. 67 [66],"Saturday, December 21, 2013 2:00 pm ET Savage Hall Toledo, OH",66,3.4974,0.026296241
300 Monmouth 73 194 St. Francis NY 58 [69],"Tuesday, December 10, 2013 7:00 pm ET Peter Aquilone Court Brooklyn Heights, NY",69,3.6813,0.026295
73 Arkansas 87 27 Minnesota 73 [72],"Tuesday, November 26, 2013 2:00 pm ET Lahaina Civic Center Lahaina, HI",72,3.7862,0.026293056
313 St. Francis PA 89 275 Fairleigh Dickinson 82 [72],"Saturday, February 15, 2014 4:30 pm ET Rothman Center Teaneck, NJ",72,3.7062,0.026285106
135 Toledo 95 63 Boston College 92 [70],"Thursday, November 14, 2013 7:00 pm ET Conte Forum Chestnut Hill, MA",70,3.6,0.026277372
124 Canisius 86 122 Quinnipiac 74 [71],"Thursday, January 30, 2014 7:30 pm ET TD Banknorth SportsCenter Hamden, CT",71,3.783,0.026270833
20 Massachusetts 69 73 Providence 67  (OT) [76],"Saturday, December 28, 2013 6:00 pm ET Mullins Center Amherst, MA",76,3.9132,0.026263087
169 Vermont 62 175 Dartmouth 53 [64],"Saturday, January 4, 2014 7:00 pm ET Leede Arena Hanover, NH",64,3.44,0.026259542
114 Fresno St. 72 95 Princeton 56 [68],"Monday, March 24, 2014 10:00 pm ET Save Mart Center Fresno, CA",68,3.6714,0.026224286
172 Santa Clara 81 152 Pacific 64 [61],"Thursday, March 6, 2014 11:30 pm ET Orleans Arena Las Vegas, NV",61,3.2779,0.0262232
243 Western Illinois 69 316 IUPUI 54 [63],"Thursday, January 30, 2014 7:00 pm ET IUPUI Gymnasium Indianapolis, IN",63,3.3827,0.026222481
220 Cal St. Bakersfield 76 265 Idaho 67 [69],"Thursday, February 13, 2014 10:00 pm ET Icardo Center Bakersfield, CA",69,3.6443,0.026217986
310 Ball St. 74 286 Central Michigan 71 [69],"Saturday, March 1, 2014 2:00 pm ET Worthen Arena Muncie, IN",69,3.7198,0.026195775
87 Florida St. 80 110 UCF 68 [77],"Wednesday, November 13, 2013 7:00 pm ET CFE Federal Credit Union Arena Orlando, FL",77,4.1386,0.026193671
267 Eastern Washington 80 97 Boston University 68 [71],"Friday, November 22, 2013 7:30 pm ET Bren Events Center Irvine, CA",71,3.7696,0.026177778
281 Fairfield 71 62 Manhattan 67 [68],"Saturday, January 18, 2014 1:30 pm ET Webster Bank Arena at Harbor Yard Bridgeport, CT",68,3.6886,0.026160284
4 Virginia 75 10 Syracuse 56 [57],"Saturday, March 1, 2014 4:00 pm ET John Paul Jones Arena Charlottesville, VA",57,3.0867,0.026158475
168 Texas A&M 83 61 LSU 73 [70],"Wednesday, February 12, 2014 9:00 pm ET Reed Arena College Station, TX",70,3.7659,0.026152083
23 California 64 184 Oakland 60 [64],"Friday, November 15, 2013 11:00 pm ET Haas Pavilion Berkeley, CA",64,3.4233,0.026132061
269 Northern Arizona 67 186 Montana 47 [56],"Saturday, March 8, 2014 5:00 pm ET Walkup Skydome Flagstaff, AZ",56,3.0038,0.02612
315 Monmouth 76 257 North Carolina A&T 61 [74],"Saturday, November 30, 2013 7:00 pm ET Multipurpose Activity Center West Long Branch, NJ",74,3.8394,0.026118367
272 Idaho 73 78 New Mexico St. 67 [63],"Thursday, February 6, 2014 10:00 pm ET Cowan Spectrum Moscow, ID",63,3.2906,0.026115873
51 Clemson 78 60 Georgia St. 66 [64],"Tuesday, March 18, 2014 9:00 pm ET Littlejohn Coliseum Clemson, SC",64,3.2893,0.026105556
44 Texas 74 41 Baylor 60 [72],"Saturday, January 25, 2014 1:30 pm ET Ferrell Center Waco, TX",72,3.7579,0.026096528
333 Appalachian St. 80 340 The Citadel 67 [64],"Thursday, January 23, 2014 7:05 pm ET McAlister Field House Charleston, SC",64,3.2878,0.026093651
242 Mount St. Mary's 83 329 St. Francis PA 77 [72],"Thursday, January 23, 2014 7:00 pm ET DeGol Arena Loretto, PA",72,3.7295,0.02608042
221 South Dakota St. 85 62 Belmont 72 [68],"Saturday, December 14, 2013 5:00 pm ET Frost Arena Brookings, SD",68,3.6248,0.026077698
148 Louisiana Lafayette 73 203 Coastal Carolina 69 [76],"Sunday, November 24, 2013 2:30 pm ET HTC Center Conway, SC",76,4.0144,0.026067532
278 Tennessee Tech 79 337 Lamar 74 [74],"Sunday, December 15, 2013 3:00 pm ET Montagne Center Beaumont, TX",74,3.8579,0.026066892
90 Manhattan 86 112 South Carolina 68 [73],"Tuesday, December 17, 2013 7:00 pm ET Colonial Life Arena Columbia, SC",73,3.596,0.026057971
94 UTEP 68 313 Rice 57 [64],"Saturday, February 1, 2014 9:05 pm ET Don Haskins Center El Paso, TX",64,3.3873,0.026056154
44 Dayton 82 34 Stanford 72 [71],"Thursday, March 27, 2014 7:15 pm ET FedExForum Memphis, TN",71,3.5427,0.026049265
225 Albany 57 336 Binghamton 48 [62],"Wednesday, February 19, 2014 7:00 pm ET Events Center Vestal, NY",62,3.2545,0.026036
44 New Mexico 79 68 New Mexico St. 70 [70],"Wednesday, December 4, 2013 9:00 pm ET Pan American Center Las Cruces, NM",70,3.6173,0.026023741
156 Stony Brook 69 223 Hartford 64 [59],"Sunday, March 9, 2014 7:30 pm ET SEFCU Arena Albany, NY",59,3.017,0.026008621
253 Murray St. 77 124 Eastern Kentucky 64 [66],"Wednesday, January 8, 2014 7:00 pm ET McBrayer Arena Richmond, KY",66,3.4591,0.026008271
260 James Madison 84 206 High Point 69 [66],"Saturday, December 14, 2013 7:00 pm ET Millis Center High Point, NC",66,3.5093,0.025994815
67 UNLV 75 150 Fresno St. 62 [75],"Wednesday, January 1, 2014 3:00 pm ET Save Mart Center Fresno, CA",75,3.9248,0.025992053
153 Bryant 78 239 Mount St. Mary's 75 [67],"Saturday, February 8, 2014 4:00 pm ET Chace Athletic Center Smithfield, RI",67,3.5077,0.025982963
7 Villanova 77 43 Xavier 70 [69],"Thursday, March 6, 2014 7:00 pm ET Cintas Center Cincinnati, OH",69,3.5586,0.025975182
132 Denver 74 112 Nebraska Omaha 60 [61],"Thursday, January 23, 2014 8:07 pm ET Ralston Arena Ralston, NE",61,3.2187,0.025957258
332 South Carolina St. 73 273 Norfolk St. 61 [66],"Saturday, January 25, 2014 6:00 pm ET Smith-Hammond-Middleton Center Orangeburg, SC",66,3.3483,0.025955814
257 Texas St. 73 244 Troy 65 [65],"Saturday, January 25, 2014 5:30 pm ET Strahan Coliseum San Marcos, TX",65,3.3999,0.025953435
86 Utah 74 265 Idaho St. 66 [60],"Tuesday, December 10, 2013 9:00 pm ET Huntsman Center Salt Lake City, UT",60,3.1659,0.02595
232 UNC Asheville 83 234 Gardner Webb 71 [72],"Saturday, March 1, 2014 4:30 pm ET Kimmel Arena Asheville, NC",72,3.7612,0.02593931
211 Lafayette 84 289 Loyola MD 71 [65],"Monday, March 3, 2014 7:30 pm ET Reitz Arena Baltimore, MD",65,3.3192,0.02593125
55 Georgetown 75 7 Creighton 63 [61],"Tuesday, March 4, 2014 7:00 pm ET Verizon Center Washington, DC",61,3.2386,0.0259088
215 Old Dominion 71 136 George Mason 66 [71],"Saturday, January 4, 2014 7:00 pm ET Constant Convocation Center Norfolk, VA",71,3.624,0.025885714
82 La Salle 73 127 Quinnipiac 67 [68],"Tuesday, November 12, 2013 9:00 am ET Tom Gola Arena Philadelphia, PA",68,3.5432,0.025862774
20 Iowa St. 81 38 Oklahoma 75 [76],"Saturday, February 1, 2014 4:00 pm ET Hilton Coliseum Ames, IA",76,3.9044,0.025856954
81 Akron 83 101 Oregon St. 71 [66],"Sunday, December 22, 2013 7:30 pm ET Stan Sheriff Center Honolulu, HI",66,3.2576,0.025853968
195 TCU 57 327 Texas Pan American 48 [58],"Sunday, December 15, 2013 2:00 pm ET Daniel-Meyer Coliseum Fort Worth, TX",58,3.0489,0.025838136
15 Kentucky 84 46 Missouri 79 [67],"Saturday, February 1, 2014 1:00 pm ET Mizzou Arena Columbia, MO",67,3.4095,0.025829545
87 Temple 78 238 Penn 73 [72],"Saturday, November 9, 2013 5:00 pm ET Palestra Philadelphia, PA",72,3.7703,0.025823973
248 IPFW 66 336 Texas Pan American 60 [63],"Saturday, November 16, 2013 4:00 pm ET American Bank Center Corpus Christi, TX",63,3.2011,0.025815323
268 Radford 76 256 Winthrop 64 [65],"Wednesday, January 29, 2014 7:00 pm ET Winthrop Coliseum Rock Hill, SC",65,3.4315,0.025800752
213 Florida Atlantic 65 235 Marshall 57 [62],"Saturday, February 1, 2014 12:00 pm ET Henderson Center Huntington, WV",62,3.2246,0.0257968
106 Stony Brook 76 224 Loyola MD 69 [71],"Thursday, December 19, 2013 7:30 pm ET Reitz Arena Baltimore, MD",71,3.5331,0.025789051
109 Belmont 80 61 Green Bay 65 [71],"Tuesday, March 18, 2014 8:15 pm ET Resch Center Green Bay, WI",71,3.79,0.025782313
259 Coastal Carolina 84 348 Presbyterian 72 [63],"Wednesday, January 22, 2014 7:00 pm ET Templeton P.E. Center Clinton, SC",63,3.2993,0.025775781
103 Georgia 73 125 South Carolina 56 [63],"Saturday, February 22, 2014 1:30 pm ET Colonial Life Arena Columbia, SC",63,3.2218,0.0257744
53 Maryland 80 116 Northern Iowa 66 [68],"Sunday, November 24, 2013 7:00 pm ET Virgin Islands Sport &amp; Fitness Center St. Thomas, Virgin Islands",68,3.3731,0.025748855
278 Hofstra 77 164 William & Mary 60 [66],"Wednesday, January 22, 2014 7:00 pm ET Mack Sports Complex Hempstead, NY",66,3.4747,0.025738519
113 Eastern Michigan 65 77 Toledo 44 [64],"Saturday, February 15, 2014 2:00 pm ET Convocation Center Ypsilanti, MI",64,3.3172,0.025714729
31 Texas 59 210 TCU 54 [59],"Tuesday, February 4, 2014 8:00 pm ET Daniel-Meyer Coliseum Fort Worth, TX",59,3.1106,0.025707438
59 St. Bonaventure 71 177 Duquesne 67 [64],"Wednesday, February 19, 2014 7:00 pm ET Reilly Center St. Bonaventure, NY",64,3.3347,0.025651538
250 Cal St. Fullerton 84 117 Long Beach St. 76 [68],"Saturday, March 1, 2014 9:00 pm ET Titan Gym Fullerton, CA",68,3.5911,0.025650714
98 Toledo 80 156 Detroit 78 [71],"Saturday, November 23, 2013 5:30 pm ET Calihan Hall Detroit, MI",71,3.6658,0.025634965
332 Montana St. 59 291 Central Michigan 54 [67],"Friday, November 22, 2013 7:00 pm ET McGuirk Arena Mt. Pleasant, MI",67,3.4861,0.025633088
161 Loyola Marymount 92 121 Pacific 81 [71],"Thursday, January 23, 2014 10:00 pm ET Spanos Center Stockton, CA",71,3.6877,0.025609028
42 Green Bay 69 286 Illinois Chicago 64 [62],"Sunday, January 19, 2014 2:00 pm ET UIC Pavilion Chicago, IL",62,3.1999,0.0255992
61 LSU 87 16 Kentucky 82 [77],"Tuesday, January 28, 2014 9:00 pm ET Pete Maravich Assembly Center Baton Rouge, LA",77,3.9676,0.025597419
169 Wagner 68 191 Vermont 61 [63],"Thursday, November 21, 2013 7:00 pm ET Spiro Sports Center Staten Island, NY",63,3.3273,0.025594615
104 Toledo 73 284 Central Michigan 69 [58],"Tuesday, March 4, 2014 7:00 pm ET McGuirk Arena Mt. Pleasant, MI",58,3.0454,0.025591597
195 Morehead St. 74 307 Northern Kentucky 61 [70],"Tuesday, November 19, 2013 7:00 pm ET Bank of Kentucky Center Highland Heights, KY",70,3.6082,0.025590071
285 Wofford 71 215 Western Carolina 60 [67],"Monday, January 20, 2014 7:00 pm ET Johnson Arena Spartanburg, SC",67,3.5568,0.025588489
203 Rutgers 85 156 UCF 75 [72],"Wednesday, January 15, 2014 7:00 pm ET Louis Brown Athletic Center Piscataway, NJ",72,3.6329,0.025583803
58 Saint Joseph's 67 81 St. Bonaventure 48 [67],"Saturday, March 15, 2014 1:30 pm ET Barclays Center Brooklyn, NY",67,3.4782,0.025575
43 Oklahoma 74 76 Texas Tech 65 [64],"Saturday, January 25, 2014 4:00 pm ET United Spirit Arena Lubbock, TX",64,3.1198,0.025572131
139 Towson 72 172 College of Charleston 57 [60],"Sunday, January 19, 2014 3:30 pm ET TD Arena Charleston, SC",60,3.0682,0.025568333
227 Hartford 75 329 UMass Lowell 68 [66],"Wednesday, February 19, 2014 7:00 pm ET Costello Athletic Center Lowell, MA",66,3.3744,0.025563636
167 Youngstown St. 75 280 Illinois Chicago 62 [68],"Tuesday, January 7, 2014 8:00 pm ET UIC Pavilion Chicago, IL",68,3.5009,0.025554015
284 Florida A&M 63 122 North Carolina Central 60 [59],"Saturday, January 11, 2014 6:00 pm ET Al Lawson Center Tallahassee, FL",59,2.9623,0.025537069
46 California 72 107 Washington 59 [68],"Saturday, February 15, 2014 3:00 pm ET Alaska Airlines Arena Seattle, WA",68,3.3188,0.025529231
168 Loyola Marymount 79 134 Cal Poly 59 [68],"Tuesday, December 17, 2013 10:00 pm ET Gersten Pavilion Los Angeles, CA",68,3.5218,0.02552029
130 George Mason 80 236 Penn 77 [72],"Thursday, January 2, 2014 7:30 pm ET Patriot Center Fairfax, VA",72,3.673,0.025506944
135 Wake Forest 82 4 Duke 72 [67],"Wednesday, March 5, 2014 7:00 pm ET Joel Coliseum Winston-Salem, NC",67,3.4677,0.025497794
19 Michigan St. 86 12 Iowa 76 [68],"Thursday, March 6, 2014 9:00 pm ET Breslin Center East Lansing, MI",68,3.5183,0.025494928
260 VMI 101 235 Radford 88 [80],"Wednesday, January 15, 2014 7:00 pm ET Dedmon Center Radford, VA",80,4.1281,0.025482099
268 South Alabama 69 167 Western Kentucky 62 [67],"Saturday, February 15, 2014 8:00 pm ET E.A. Diddle Arena Bowling Green, KY",67,3.4904,0.025477372
263 James Madison 59 280 Hofstra 53 [63],"Monday, February 10, 2014 7:00 pm ET JMU Convocation Center Harrisonburg, VA",63,3.2336,0.025461417
200 Detroit 73 177 Milwaukee 54 [77],"Friday, January 24, 2014 8:00 pm ET US Cellular Arena Milwaukee, WI",77,3.9458,0.025456774
104 Portland 71 178 Loyola Marymount 64 [67],"Thursday, February 13, 2014 10:00 pm ET Earle A. Chiles Center Portland, OR",67,3.3602,0.025456061
56 Colorado 76 102 UC Santa Barbara 68 [69],"Thursday, November 21, 2013 8:00 pm ET Coors Events Center Boulder, CO",69,3.462,0.025455882
183 Vermont 62 339 UMass Lowell 48 [57],"Wednesday, December 18, 2013 7:00 pm ET Costello Athletic Center Lowell, MA",57,2.9018,0.025454386
53 Utah 74 26 UCLA 69 [74],"Saturday, January 18, 2014 4:00 pm ET Huntsman Center Salt Lake City, UT",74,3.868,0.025447368
293 VMI 94 146 Wright St. 74 [72],"Saturday, December 7, 2013 1:00 pm ET Cameron Hall Lexington, VA",72,3.7152,0.025446575
141 Louisiana Lafayette 93 230 Arkansas Little Rock 87  (2OT) [84],"Thursday, February 13, 2014 8:05 pm ET Cajun Dome Lafayette, LA",84,4.046,0.025446541
106 Buffalo 96 120 Akron 90 [66],"Wednesday, February 19, 2014 7:00 pm ET Alumni Arena Buffalo, NY",66,3.3569,0.025431061
53 Arkansas 81 69 LSU 70 [77],"Saturday, February 15, 2014 5:00 pm ET Bud Walton Arena Fayetteville, AR",77,3.9408,0.025424516
132 South Dakota St. 62 236 Western Illinois 50 [63],"Saturday, February 15, 2014 8:00 pm ET Western Hall Macomb, IL",63,3.2278,0.025415748
78 La Salle 78 296 Siena 74 [68],"Saturday, November 16, 2013 3:00 pm ET Tom Gola Arena Philadelphia, PA",68,3.4555,0.025408088
274 UNC Asheville 73 138 USC Upstate 63 [63],"Sunday, December 15, 2013 3:00 pm ET Hodge Center Spartanburg, SC",63,3.1755,0.025404
49 BYU 84 66 Saint Mary's 71 [69],"Saturday, February 1, 2014 11:00 pm ET Marriott Center Provo, UT",69,3.5303,0.025397842
180 Weber St. 82 221 Eastern Washington 78 [71],"Saturday, March 8, 2014 5:05 pm ET Reese Court Cheney, WA",71,3.6317,0.025396503
152 Nevada 62 78 Utah St. 54 [62],"Saturday, January 11, 2014 8:05 pm ET Lawlor Events Center Reno, NV",62,3.1224,0.025385366
74 St. Bonaventure 66 76 La Salle 51 [66],"Wednesday, January 22, 2014 9:00 pm ET Reilly Center St. Bonaventure, NY",66,3.4003,0.025375373
103 Mercer 68 173 Florida Gulf Coast 60 [62],"Sunday, March 9, 2014 2:00 pm ET Alico Arena Fort Myers, FL",62,3.121,0.025373984
42 Stanford 79 36 Arizona St. 58 [65],"Thursday, March 13, 2014 11:30 pm ET MGM Grand Las Vegas, NV",65,3.3738,0.025366917
227 Western Carolina 98 184 Niagara 90 [79],"Friday, November 22, 2013 5:00 pm ET Memorial A &amp; C Center Kent, OH",79,4.0834,0.025362733
288 Chicago St. 67 231 Seattle 53 [71],"Saturday, March 8, 2014 3:05 pm ET Jones Convocation Center Chicago, IL",71,3.5996,0.025349296
56 Stephen F. Austin 76 201 Incarnate Word 74 [66],"Saturday, February 1, 2014 7:00 pm ET Johnson Coliseum Nacogdoches, TX",66,3.3182,0.025329771
309 Illinois Chicago 94 147 Wagner 76 [74],"Wednesday, November 27, 2013 6:00 pm ET Germain Arena Estero, FL",74,3.622,0.025328671
100 San Francisco 77 139 Pepperdine 53 [67],"Thursday, February 27, 2014 10:00 pm ET Firestone Fieldhouse Malibu, CA",67,3.3937,0.025326119
25 Saint Louis 67 43 Dayton 59 [72],"Saturday, January 11, 2014 11:00 am ET University of Dayton Arena Dayton, OH",72,3.5685,0.025308511
264 Saint Peter's 74 104 Quinnipiac 67 [71],"Sunday, January 12, 2014 2:30 pm ET Yanitelli Center Jersey City, NJ",71,3.5427,0.025305
34 Memphis 82 162 Temple 79  (OT) [75],"Saturday, February 22, 2014 9:30 pm ET FedExForum Memphis, TN",75,3.8183,0.025286755
343 Binghamton 73 335 Maine 58 [68],"Saturday, February 8, 2014 2:00 pm ET Events Center Vestal, NY",68,3.3882,0.025285075
332 Navy 68 312 Binghamton 50 [73],"Saturday, November 16, 2013 2:00 pm ET Events Center Vestal, NY",73,3.7386,0.025260811
137 Towson 78 96 Delaware 63 [66],"Monday, February 17, 2014 7:00 pm ET Towson Center Towson, MD",66,3.3832,0.025247761
